EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Hours,Shift
1491312,39,No,Travel_Rarely,Dietary,24,1,Life Sciences,Male,52,2,Other,4,Single,4108,5340,7,Y,No,3,40,18,2,3,7,7,1,7,12,0
1489531,34,No,Travel_Rarely,Nursing,7,2,Technical Degree,Male,55,1,Other,3,Married,2308,4944,0,Y,No,4,40,12,4,3,11,10,5,7,12,1
1489398,42,No,Travel_Frequently,Care,5,2,Other,Male,97,1,Nurse,3,Married,2093,9260,4,Y,No,3,40,8,4,3,2,2,2,0,12,1
1488805,46,No,Travel_Rarely,Nursing,2,3,Life Sciences,Male,74,3,Nurse,4,Divorced,10368,5596,4,Y,No,3,40,13,5,2,10,6,0,3,12,0
1488687,28,No,Travel_Rarely,Nursing,5,3,Medical,Male,84,2,Nurse,1,Single,8463,23490,0,Y,No,3,40,6,4,3,5,4,1,3,12,0
1488640,34,No,Travel_Frequently,Dietary,11,3,Life Sciences,Male,56,2,Other,2,Married,4490,21833,4,Y,No,3,40,14,5,4,10,9,1,8,12,1
1488170,40,No,Travel_Rarely,Care,2,3,Medical,Female,78,2,Nurse,3,Married,3448,13436,6,Y,No,4,40,20,3,3,1,0,0,0,12,0
1487869,24,No,Travel_Rarely,Care,21,2,Technical Degree,Male,57,1,Nurse,1,Divorced,2296,10036,0,Y,No,3,40,2,3,3,1,1,0,0,12,0
1487583,33,No,Travel_Rarely,Care,9,3,Medical,Male,60,1,Other,4,Married,2781,6311,0,Y,No,3,40,15,5,3,14,10,4,10,12,0
1487282,24,No,Travel_Rarely,Care,23,3,Medical,Male,89,1,Other,4,Married,2725,21630,1,Y,No,3,40,6,3,3,6,5,1,4,12,0
1487216,44,No,Non-Travel,Care,23,3,Medical,Male,67,2,Nurse,2,Married,2042,25043,4,Y,No,3,40,17,3,4,3,2,1,2,12,1
1487080,37,No,Travel_Rarely,Nursing,6,4,Medical,Male,98,2,Nurse,4,Married,6502,22825,4,Y,No,3,40,7,5,4,5,4,0,1,12,1
1484656,33,Yes,Travel_Rarely,Care,2,2,Life Sciences,Female,39,1,Nurse,1,Married,2707,21509,7,Y,No,4,40,13,3,4,9,7,1,7,12,1
1483743,18,No,Non-Travel,Care,5,2,Life Sciences,Male,73,1,Other,4,Single,1051,13493,1,Y,No,3,40,0,2,3,0,0,0,0,12,1
1483732,34,No,Travel_Rarely,Care,2,4,Medical,Male,97,1,Other,4,Married,2932,5586,0,Y,No,3,40,6,3,3,5,0,1,2,12,1
1482423,41,No,Travel_Rarely,Nursing,1,3,Marketing,Male,49,3,Nurse,1,Married,8392,19566,1,Y,No,3,40,10,2,3,10,7,0,7,12,0
1480769,38,No,Travel_Rarely,Nursing,3,4,Life Sciences,Male,42,2,Nurse,4,Single,6861,4981,8,Y,No,3,40,19,1,3,1,0,0,0,12,1
1479961,35,No,Travel_Rarely,Care,1,4,Medical,Male,58,1,Nurse,3,Married,2258,16340,6,Y,No,3,40,10,2,3,8,0,1,7,12,1
1479918,41,No,Travel_Rarely,Care,9,4,Life Sciences,Male,94,1,Nurse,1,Divorced,2289,20520,1,Y,No,4,40,5,2,3,5,3,0,4,12,0
1477875,30,No,Travel_Rarely,Nursing,16,1,Life Sciences,Male,96,2,Nurse,3,Married,5301,2939,8,Y,No,3,40,4,2,2,2,1,2,2,12,1
1477537,45,No,Travel_Rarely,Nursing,11,2,Life Sciences,Female,90,4,Administrative,4,Married,17650,5404,3,Y,No,3,40,26,4,4,9,3,1,1,12,0
1477474,41,No,Travel_Rarely,Dietary,6,3,Medical,Male,95,2,Therapist,2,Single,6032,10110,6,Y,No,3,40,8,3,3,5,4,1,2,12,0
1477348,23,No,Travel_Rarely,Nursing,2,1,Technical Degree,Male,62,1,Other,1,Divorced,2322,9518,3,Y,No,3,40,3,3,3,0,0,0,0,12,1
1477313,30,No,Travel_Frequently,Care,3,3,Medical,Female,71,1,Other,3,Divorced,2083,22653,1,Y,No,4,40,1,2,3,1,0,0,0,12,0
1477195,53,No,Travel_Rarely,Care,13,2,Medical,Female,57,2,Therapist,1,Divorced,4450,26250,1,Y,No,3,40,5,3,3,4,2,1,3,12,0
1477077,35,No,Travel_Frequently,Nursing,18,5,Life Sciences,Male,71,3,Nurse,1,Married,9069,11031,1,Y,No,4,40,9,3,2,9,8,1,8,12,0
1476766,29,No,Travel_Frequently,Care,2,1,Life Sciences,Female,97,1,Nurse,2,Married,3180,4668,0,Y,No,3,40,4,3,3,3,2,0,2,12,1
1476575,52,No,Travel_Rarely,Nursing,2,1,Marketing,Female,57,5,Administrative,4,Married,19845,25846,1,Y,No,3,40,33,3,3,32,14,6,9,12,0
1476340,44,Yes,Travel_Rarely,Care,10,4,Life Sciences,Male,96,1,Other,3,Single,2936,10826,1,Y,No,3,40,6,4,3,6,4,0,2,12,1
1475967,28,No,Travel_Rarely,Care,27,3,Medical,Female,39,2,Therapist,1,Divorced,4877,20460,0,Y,No,4,40,6,5,2,5,3,0,0,12,1
1475807,46,No,Travel_Rarely,Nursing,1,2,Marketing,Female,92,3,Nurse,1,Divorced,10453,2137,1,Y,No,4,40,24,2,3,24,13,15,7,12,1
1474475,36,No,Travel_Rarely,Care,10,4,Technical Degree,Female,63,3,Nurse,3,Married,7094,5747,3,Y,No,3,40,10,0,3,7,7,1,7,12,1
1474327,40,No,Non-Travel,Care,9,5,Life Sciences,Male,63,2,Nurse,4,Married,4876,14242,9,Y,No,3,40,5,5,1,3,2,0,2,12,1
1474227,25,No,Travel_Rarely,Nursing,9,2,Life Sciences,Male,68,1,Other,1,Married,4400,15182,3,Y,No,3,40,6,2,3,3,2,2,2,12,1
1473545,28,Yes,Travel_Frequently,Care,2,2,Medical,Male,38,1,Nurse,1,Single,2561,5355,7,Y,No,3,40,8,2,2,0,0,0,0,12,1
1473417,53,No,Non-Travel,Dietary,1,4,Medical,Female,60,4,Therapist,3,Married,12965,22308,4,Y,No,4,40,27,2,2,3,2,0,2,12,0
1473219,38,No,Travel_Frequently,Dietary,2,2,Medical,Female,75,1,Nurse,2,Married,2468,15963,4,Y,No,3,40,9,4,2,6,1,0,5,12,1
1473069,23,No,Travel_Rarely,Care,1,2,Life Sciences,Male,47,1,Other,3,Married,1223,16901,1,Y,No,4,40,1,2,3,1,0,0,1,12,0
1472943,29,Yes,Travel_Frequently,Nursing,13,3,Technical Degree,Female,51,2,Nurse,2,Single,5765,17485,5,Y,No,3,40,7,4,1,5,3,0,0,12,1
1471840,44,No,Travel_Rarely,Nursing,5,3,Marketing,Male,88,5,Administrative,2,Married,18213,8751,7,Y,No,3,40,26,5,3,22,9,3,10,12,1
1471418,31,No,Travel_Rarely,Nursing,8,4,Life Sciences,Female,61,2,Therapist,4,Single,4424,20682,1,Y,No,4,40,11,2,3,11,7,1,8,12,1
1470356,42,No,Travel_Rarely,Dietary,4,2,Technical Degree,Male,58,5,Other,4,Married,19232,4933,1,Y,No,3,40,22,3,3,22,17,11,15,0,0
1469983,37,No,Non-Travel,Care,5,2,Technical Degree,Male,84,1,Nurse,3,Single,3500,25470,0,Y,No,3,40,7,2,1,6,5,1,3,12,1
1469740,38,No,Travel_Frequently,Care,23,3,Life Sciences,Male,44,3,Therapist,3,Single,9526,8787,0,Y,No,4,40,10,2,3,9,7,1,8,0,1
1469297,27,No,Travel_Rarely,Nursing,23,1,Medical,Female,36,2,Other,3,Married,3540,7018,1,Y,No,4,40,9,5,3,9,8,5,8,12,1
1469038,42,No,Travel_Rarely,Care,29,3,Life Sciences,Male,98,2,Therapist,2,Married,4434,11806,1,Y,No,3,40,10,3,2,9,8,7,8,12,1
1468963,50,No,Travel_Frequently,Nursing,1,4,Life Sciences,Male,94,2,Nurse,3,Divorced,6728,14255,7,Y,No,3,40,12,3,3,6,3,0,1,12,1
1467266,28,No,Travel_Rarely,Care,10,3,Other,Female,59,2,Other,3,Single,3660,7909,3,Y,No,3,40,10,4,4,8,7,1,7,12,0
1466602,30,No,Travel_Rarely,Care,7,3,Medical,Male,48,1,Other,2,Married,2141,5348,1,Y,No,3,40,6,3,2,6,4,1,1,12,0
1465814,30,Yes,Non-Travel,Nursing,25,2,Technical Degree,Female,85,2,Nurse,3,Married,4736,6069,7,Y,No,3,40,4,2,4,2,2,2,2,12,0
1465164,38,No,Travel_Rarely,Nursing,2,2,Life Sciences,Female,31,2,Nurse,1,Divorced,6893,19461,3,Y,No,3,40,11,3,3,7,7,1,7,12,0
1464646,38,No,Travel_Frequently,Care,1,3,Life Sciences,Male,90,2,Nurse,4,Married,4735,9867,7,Y,No,3,40,19,4,4,13,11,2,9,12,1
1464566,18,Yes,Travel_Rarely,Nursing,10,3,Medical,Female,69,1,Other,3,Single,1200,9724,1,Y,No,3,40,0,2,3,0,0,0,0,0,0
1464473,48,No,Travel_Rarely,Nursing,29,1,Medical,Female,91,3,Administrative,3,Married,12504,23978,3,Y,No,4,40,15,3,1,0,0,0,0,12,1
1463621,43,No,Travel_Rarely,Care,27,3,Technical Degree,Male,87,1,Nurse,2,Divorced,4876,5855,5,Y,No,3,40,8,0,3,6,4,0,2,12,1
1462108,33,No,Travel_Rarely,Care,13,1,Life Sciences,Female,53,1,Other,4,Single,3452,17241,3,Y,No,3,40,5,4,3,3,2,0,2,12,1
1461811,37,No,Travel_Rarely,Nursing,16,4,Marketing,Male,66,2,Therapist,3,Divorced,6334,24558,4,Y,No,3,40,9,2,3,1,0,0,0,0,0
1461105,28,No,Travel_Rarely,Care,15,2,Life Sciences,Male,50,1,Nurse,3,Divorced,2207,22482,1,Y,No,3,40,4,5,2,4,2,2,2,12,1
1460812,28,No,Travel_Rarely,Care,21,3,Medical,Male,42,1,Other,4,Married,2713,6672,1,Y,No,3,40,5,2,1,5,2,0,2,12,1
1460737,41,No,Travel_Rarely,Nursing,2,4,Life Sciences,Male,88,4,Administrative,2,Single,16015,15896,1,Y,No,3,40,22,2,3,22,10,0,4,12,1
1460231,49,No,Travel_Rarely,Dietary,4,2,Medical,Male,85,5,Other,3,Married,18711,12124,2,Y,No,3,40,23,2,4,1,0,0,0,12,1
1459186,44,No,Travel_Rarely,Dietary,4,2,Life Sciences,Male,92,5,Other,1,Divorced,19190,17477,1,Y,No,3,40,26,4,2,25,9,14,13,12,0
1458822,29,Yes,Travel_Frequently,Care,14,1,Other,Female,84,3,Nurse,4,Single,7553,22930,0,Y,No,3,40,9,1,3,8,7,7,7,12,1
1458226,32,Yes,Travel_Rarely,Nursing,2,4,Marketing,Male,82,2,Nurse,2,Single,9907,26186,7,Y,No,3,40,7,3,2,2,2,2,2,12,0
1457833,33,No,Travel_Rarely,Dietary,3,2,Human Resources,Male,57,1,Other,2,Divorced,2277,22650,3,Y,No,3,40,7,4,4,4,3,0,3,12,1
1457695,36,No,Travel_Rarely,Nursing,11,4,Marketing,Female,100,2,Nurse,4,Married,6652,14369,4,Y,No,3,40,8,2,2,6,3,0,0,12,1
1456798,44,No,Travel_Frequently,Dietary,2,1,Medical,Male,86,3,Therapist,3,Single,10209,19719,5,Y,No,3,40,16,2,2,2,2,2,2,12,1
1456073,38,No,Travel_Rarely,Care,29,1,Medical,Male,70,2,Other,1,Married,6673,11354,7,Y,No,3,40,17,2,3,1,0,0,0,12,1
1455944,37,No,Non-Travel,Nursing,19,2,Medical,Male,32,3,Nurse,2,Single,7642,4814,1,Y,No,3,40,10,2,3,10,0,0,9,12,0
1455592,27,No,Travel_Rarely,Nursing,9,3,Marketing,Male,44,2,Therapist,4,Single,4105,5099,1,Y,No,3,40,7,5,3,7,7,0,7,12,1
1455518,51,No,Travel_Rarely,Nursing,26,4,Marketing,Female,66,4,Administrative,3,Married,16307,5594,2,Y,No,3,40,29,2,2,20,6,4,17,12,0
1455048,22,Yes,Travel_Frequently,Care,3,4,Life Sciences,Male,48,1,Other,4,Married,2853,4223,0,Y,No,3,40,1,5,3,0,0,0,0,12,0
1455020,52,No,Travel_Rarely,Care,6,2,Technical Degree,Male,78,2,Other,1,Divorced,5577,22087,3,Y,No,3,40,18,3,3,10,9,6,9,12,0
1454712,45,No,Non-Travel,Nursing,9,4,Life Sciences,Female,65,2,Nurse,3,Married,5593,17970,1,Y,No,3,40,15,2,3,15,10,4,12,12,0
1453272,42,No,Travel_Rarely,Care,17,2,Life Sciences,Female,82,2,Other,1,Single,6545,23016,3,Y,No,3,40,10,1,3,3,2,0,2,12,0
1452875,31,No,Travel_Frequently,Dietary,7,2,Life Sciences,Female,48,3,Therapist,3,Married,8943,14034,1,Y,No,4,40,10,2,3,10,9,8,9,12,1
1452385,40,No,Travel_Frequently,Care,9,4,Medical,Female,88,3,Administrative,3,Single,13499,13782,9,Y,No,3,40,20,3,2,18,7,2,13,12,0
1451315,24,No,Non-Travel,Care,9,3,Life Sciences,Male,60,1,Nurse,2,Divorced,2694,26551,1,Y,No,3,40,1,4,3,1,0,0,0,12,1
1451242,35,No,Travel_Frequently,Care,4,4,Life Sciences,Male,87,2,Other,3,Single,4249,2690,1,Y,No,3,40,9,3,3,9,6,1,1,12,1
1450885,43,No,Travel_Frequently,Care,28,3,Medical,Female,72,1,Other,3,Single,4739,16090,4,Y,No,3,40,18,2,3,3,2,1,2,12,1
1450163,31,No,Travel_Rarely,Dietary,20,3,Life Sciences,Male,89,2,Nurse,3,Divorced,4197,18624,1,Y,No,3,40,10,2,3,10,8,0,2,12,1
1450149,25,No,Travel_Rarely,Care,2,1,Medical,Male,65,1,Other,1,Single,3424,21632,7,Y,No,3,40,6,3,2,4,3,0,1,12,1
1449468,41,No,Travel_Rarely,Dietary,1,3,Human Resources,Male,59,5,Admin,3,Married,19189,19562,1,Y,No,3,40,22,3,3,22,7,2,10,12,0
1448895,27,No,Travel_Rarely,Care,2,4,Life Sciences,Female,33,1,Nurse,1,Divorced,2341,19715,1,Y,No,3,40,1,6,3,1,0,0,0,12,0
1448152,27,No,Travel_Rarely,Care,19,3,Other,Male,67,1,Nurse,1,Divorced,4066,16290,1,Y,No,3,40,7,3,3,7,7,0,7,0,0
1448030,41,No,Travel_Rarely,Nursing,8,3,Marketing,Female,54,2,Nurse,2,Married,4393,26841,5,Y,No,4,40,14,3,3,5,4,1,4,12,0
1447981,45,No,Non-Travel,Dietary,2,2,Medical,Male,65,4,Other,4,Married,16792,20462,9,Y,No,4,40,22,1,3,20,8,11,8,12,1
1446990,53,No,Travel_Rarely,Care,6,3,Life Sciences,Male,86,2,Nurse,4,Single,2450,10919,2,Y,No,3,40,19,4,3,2,2,2,2,0,0
1446715,29,No,Travel_Rarely,Nursing,27,3,Marketing,Female,35,3,Nurse,4,Married,7639,24525,1,Y,No,4,40,10,3,2,10,4,1,9,12,1
1446684,33,No,Travel_Frequently,Nursing,7,3,Life Sciences,Female,30,2,Nurse,2,Married,4302,13401,0,Y,No,3,40,4,3,3,3,2,0,2,12,0
1446564,30,No,Travel_Rarely,Nursing,5,3,Marketing,Female,30,2,Nurse,3,Divorced,6118,5431,1,Y,No,3,40,10,2,3,10,9,1,2,12,0
1446497,24,No,Travel_Rarely,Care,24,3,Medical,Male,49,1,Nurse,2,Single,3597,6409,8,Y,No,4,40,6,2,3,4,3,1,2,12,0
1446447,35,No,Non-Travel,Care,2,4,Life Sciences,Female,61,2,Nurse,1,Divorced,5093,4761,2,Y,No,3,40,16,2,4,1,0,0,0,12,0
1445455,35,No,Travel_Rarely,Care,16,3,Life Sciences,Female,91,3,Nurse,2,Single,8606,21195,1,Y,No,3,40,11,3,1,11,8,3,3,12,0
1445440,49,No,Travel_Frequently,Dietary,2,1,Life Sciences,Male,42,5,Administrative,4,Married,19161,13738,3,Y,No,3,40,28,3,3,5,4,4,3,12,1
1444959,36,No,Travel_Frequently,Dietary,23,2,Medical,Male,41,2,Nurse,4,Married,2571,12290,4,Y,No,3,40,17,3,3,5,2,0,3,12,1
1442702,54,No,Travel_Frequently,Dietary,1,4,Life Sciences,Female,53,3,Therapist,3,Divorced,10502,9659,7,Y,No,3,40,33,2,1,5,4,1,4,12,1
1442296,46,No,Travel_Rarely,Nursing,3,3,Technical Degree,Female,45,4,Nurse,1,Divorced,13225,7739,2,Y,No,3,40,25,5,3,19,17,2,8,12,1
1440762,30,No,Travel_Rarely,Dietary,6,3,Technical Degree,Female,48,2,Nurse,4,Married,4627,23631,0,Y,No,3,40,10,6,3,9,2,6,7,12,0
1440393,39,No,Travel_Frequently,Care,2,3,Life Sciences,Male,84,4,Nurse,4,Divorced,12169,13547,7,Y,No,3,40,21,4,3,18,7,11,5,12,0
1440199,24,No,Travel_Rarely,Care,17,1,Medical,Female,41,2,Therapist,3,Divorced,4377,24117,1,Y,No,3,40,5,6,3,4,2,3,2,12,1
1440072,37,No,Travel_Frequently,Care,10,3,Medical,Male,61,3,Therapist,3,Divorced,10048,22573,6,Y,No,3,40,17,5,3,1,0,0,0,12,0
1440066,29,No,Travel_Rarely,Dietary,9,4,Medical,Female,43,1,Nurse,3,Married,2974,25412,9,Y,No,3,40,9,2,3,5,3,1,2,0,0
1439547,42,No,Travel_Frequently,Care,9,2,Medical,Female,74,1,Nurse,4,Single,3673,16458,1,Y,No,3,40,12,3,3,12,9,5,8,12,0
1439166,40,No,Travel_Rarely,Nursing,2,2,Marketing,Female,92,2,Nurse,2,Married,5677,4258,3,Y,No,3,40,15,4,3,11,8,5,10,12,0
1435995,51,No,Travel_Rarely,Care,1,3,Life Sciences,Male,96,1,Other,4,Married,2723,23231,1,Y,No,3,40,1,0,2,1,0,0,0,12,0
1435710,32,No,Travel_Rarely,Nursing,1,4,Marketing,Female,48,3,Nurse,4,Married,10422,24032,1,Y,No,3,40,14,3,3,14,10,5,7,12,0
1434954,38,No,Travel_Frequently,Care,2,2,Medical,Female,75,1,Nurse,2,Married,2468,15963,4,Y,No,3,40,9,4,2,6,1,0,5,12,1
1434704,44,No,Travel_Rarely,Dietary,3,4,Other,Male,35,5,Other,4,Married,19513,9358,4,Y,No,3,40,26,2,4,2,2,0,1,12,0
1434118,27,No,Travel_Rarely,Care,11,1,Life Sciences,Male,91,1,Nurse,1,Married,2099,7679,0,Y,No,3,40,6,3,4,5,0,1,4,12,1
1433529,44,No,Travel_Rarely,Dietary,1,3,Medical,Male,42,1,Other,4,Single,2436,13422,6,Y,No,3,40,6,2,3,4,3,1,2,12,1
1433172,26,No,Travel_Rarely,Care,6,3,Other,Female,46,1,Other,2,Married,2368,23300,1,Y,No,3,40,5,3,2,5,4,4,3,0,1
1433107,28,No,Travel_Rarely,Care,1,3,Life Sciences,Male,72,1,Nurse,3,Divorced,1563,12530,1,Y,No,3,40,1,2,1,1,0,0,0,12,1
1432591,39,No,Non-Travel,Care,25,2,Life Sciences,Male,71,3,Nurse,3,Married,10920,3449,3,Y,No,4,40,13,2,3,6,4,0,5,12,1
1432515,40,No,Travel_Frequently,Care,2,2,Medical,Female,38,2,Other,2,Married,4244,9931,1,Y,No,4,40,8,2,3,8,7,3,7,12,1
1432464,36,No,Travel_Frequently,Dietary,18,4,Life Sciences,Male,81,1,Nurse,4,Married,3688,7122,4,Y,No,3,40,4,2,3,1,0,0,0,12,0
1432173,35,No,Travel_Frequently,Care,2,4,Medical,Male,79,1,Other,4,Single,4930,13970,0,Y,No,3,40,6,2,4,5,4,1,4,12,1
1431621,54,No,Travel_Rarely,Nursing,2,4,Life Sciences,Female,41,3,Nurse,3,Married,10686,8392,6,Y,No,3,40,13,4,3,9,4,7,0,12,0
1431094,26,No,Travel_Rarely,Care,4,2,Life Sciences,Male,53,1,Nurse,4,Single,2875,9973,1,Y,No,4,40,8,2,2,8,5,2,2,12,1
1431031,32,No,Travel_Frequently,Nursing,9,2,Medical,Male,35,2,Nurse,4,Divorced,4668,22812,0,Y,No,3,40,9,2,4,8,7,0,7,12,0
1430504,35,No,Travel_Rarely,Care,16,3,Medical,Male,84,1,Nurse,2,Married,2426,16479,0,Y,No,3,40,6,5,3,5,4,0,3,12,1
1430466,32,No,Travel_Frequently,Care,10,3,Life Sciences,Male,56,1,Other,3,Married,3433,17360,6,Y,No,3,40,10,3,2,5,2,1,3,12,0
1430170,37,No,Travel_Frequently,Nursing,1,4,Medical,Male,31,2,Nurse,4,Divorced,9525,7677,1,Y,No,3,40,6,2,2,6,3,1,3,12,0
1429070,29,No,Travel_Rarely,Care,7,3,Life Sciences,Male,82,2,Nurse,4,Divorced,6623,4204,1,Y,No,3,40,6,2,3,6,0,1,0,12,0
1428612,31,No,Travel_Frequently,Nursing,2,4,Other,Male,54,2,Nurse,1,Single,5332,21602,7,Y,No,3,40,10,3,3,5,2,0,3,12,0
1427912,35,No,Travel_Rarely,Nursing,1,3,Medical,Female,80,2,Nurse,3,Single,4859,6698,1,Y,No,3,40,5,3,3,5,4,0,3,12,0
1427732,36,No,Travel_Frequently,Nursing,11,2,Technical Degree,Female,92,3,Nurse,4,Married,9738,22952,0,Y,No,3,40,10,6,3,9,7,2,8,12,0
1426682,51,No,Travel_Frequently,Nursing,9,3,Life Sciences,Male,83,5,Administrative,2,Divorced,19847,19196,4,Y,No,4,40,31,5,2,29,10,11,10,12,0
1425897,49,No,Travel_Rarely,Nursing,8,4,Technical Degree,Male,56,4,Nurse,2,Married,13120,11879,6,Y,No,3,40,22,3,3,9,8,2,3,12,1
1425001,48,No,Travel_Frequently,Nursing,7,2,Medical,Female,95,1,Other,3,Married,2655,11740,2,Y,No,3,40,19,3,3,9,7,7,7,0,1
1423464,44,No,Travel_Rarely,Care,9,2,Life Sciences,Male,61,1,Other,1,Married,2559,7508,1,Y,No,3,40,8,0,3,8,7,7,1,12,1
1421335,32,No,Travel_Rarely,Care,5,2,Life Sciences,Male,80,1,Other,2,Divorced,3298,15053,0,Y,No,3,40,7,5,2,6,2,0,5,12,1
1420569,34,No,Travel_Rarely,Nursing,15,2,Medical,Female,66,2,Nurse,1,Single,6125,23553,1,Y,No,3,40,10,6,4,10,8,9,6,12,1
1420391,28,Yes,Travel_Rarely,Care,24,3,Life Sciences,Male,50,1,Nurse,3,Single,2028,12947,5,Y,No,3,40,6,4,3,4,2,0,3,12,0
1419575,26,No,Travel_Rarely,Dietary,1,2,Life Sciences,Female,90,1,Other,3,Married,2933,14908,1,Y,No,3,40,1,3,2,1,0,1,0,12,1
1418243,36,No,Travel_Rarely,Dietary,1,3,Other,Female,35,2,Therapist,2,Married,5228,23361,0,Y,No,3,40,10,2,3,9,7,0,5,12,1
1417927,27,No,Travel_Rarely,Nursing,4,3,Life Sciences,Male,87,2,Therapist,2,Married,6142,5174,1,Y,No,4,40,6,0,3,6,2,0,3,12,0
1417598,26,Yes,Travel_Rarely,Care,21,3,Medical,Male,37,1,Nurse,3,Divorced,2377,19373,1,Y,No,4,40,1,0,2,1,1,0,0,12,0
1417199,40,No,Travel_Rarely,Care,8,2,Life Sciences,Female,92,2,Therapist,1,Married,6516,5041,2,Y,No,3,40,18,3,3,1,0,0,0,12,0
1416528,35,No,Travel_Rarely,Nursing,18,3,Medical,Female,86,2,Nurse,3,Married,4601,6179,1,Y,No,3,40,5,3,3,5,2,1,0,12,0
1416487,35,No,Travel_Rarely,Care,21,1,Life Sciences,Female,51,2,Nurse,4,Married,4014,19170,1,Y,No,4,40,10,2,1,10,6,0,7,12,0
1416436,36,No,Travel_Rarely,Care,6,3,Life Sciences,Male,47,1,Nurse,4,Married,3210,20251,0,Y,No,3,40,16,4,3,15,13,10,11,12,0
1416430,43,No,Travel_Rarely,Care,7,3,Life Sciences,Female,43,3,Nurse,1,Married,9985,9262,8,Y,No,3,40,10,1,2,1,0,0,0,12,1
1416095,38,No,Travel_Rarely,Care,29,3,Technical Degree,Male,54,2,Therapist,4,Married,6261,4185,3,Y,No,3,40,9,3,1,7,7,1,7,12,1
1415953,40,No,Non-Travel,Care,16,2,Life Sciences,Male,74,1,Other,3,Divorced,3544,8532,9,Y,No,3,40,6,0,3,4,2,0,0,12,0
1415736,56,No,Travel_Frequently,Nursing,6,3,Life Sciences,Female,86,4,Nurse,1,Married,13212,18256,9,Y,No,3,40,36,0,2,7,7,7,7,12,0
1415673,27,No,Non-Travel,Care,3,3,Medical,Male,50,1,Other,4,Married,1706,16571,1,Y,No,3,40,0,6,2,0,0,0,0,12,0
1415325,23,Yes,Travel_Rarely,Dietary,6,3,Life Sciences,Male,63,1,Nurse,1,Married,1601,3445,1,Y,No,4,40,1,2,3,0,0,0,0,0,1
1415194,34,No,Travel_Rarely,Care,2,4,Technical Degree,Female,98,2,Nurse,4,Single,6687,6163,1,Y,No,3,40,14,2,4,14,11,4,11,12,1
1414939,27,No,Travel_Rarely,Care,2,1,Medical,Male,40,1,Nurse,2,Married,3468,16632,9,Y,No,3,40,6,3,3,2,2,2,2,12,0
1414067,54,No,Travel_Rarely,Dietary,19,4,Medical,Male,88,3,Other,2,Married,10725,6729,2,Y,No,3,40,16,1,4,9,7,7,1,12,1
1413753,40,No,Travel_Rarely,Dietary,6,3,Life Sciences,Female,75,4,Therapist,3,Single,13237,20364,7,Y,No,3,40,22,3,3,20,6,5,13,12,0
1413436,31,No,Travel_Rarely,Care,1,2,Life Sciences,Male,98,1,Nurse,1,Married,2218,16193,1,Y,No,3,40,4,3,3,4,2,3,2,12,1
1412303,32,No,Travel_Rarely,Nursing,19,3,Life Sciences,Male,80,3,Nurse,3,Married,9610,3840,3,Y,No,3,40,10,2,1,4,3,0,2,12,0
1411176,43,No,Travel_Rarely,Nursing,4,4,Marketing,Female,56,3,Nurse,4,Single,10231,20364,3,Y,No,3,40,23,3,4,21,7,15,17,12,1
1410589,25,Yes,Travel_Rarely,Nursing,5,3,Marketing,Male,46,2,Nurse,3,Single,5744,26959,1,Y,No,3,40,6,1,3,6,4,0,3,12,1
1409781,27,No,Travel_Rarely,Care,4,2,Life Sciences,Male,76,1,Other,3,Divorced,2517,3208,1,Y,No,3,40,5,2,3,5,3,0,3,12,1
1409777,35,Yes,Travel_Rarely,Care,23,2,Life Sciences,Male,50,2,Therapist,3,Married,5916,15497,3,Y,No,3,40,8,1,3,1,0,0,1,12,1
1409664,26,No,Travel_Frequently,Care,1,1,Medical,Female,66,1,Other,3,Divorced,2007,25265,1,Y,No,3,40,5,5,3,5,3,1,3,12,1
1408618,31,No,Travel_Rarely,Dietary,4,3,Medical,Female,62,1,Nurse,3,Divorced,3978,16031,8,Y,No,3,40,4,0,2,2,2,2,2,12,1
1408349,36,No,Travel_Rarely,Care,5,2,Life Sciences,Male,62,2,Nurse,2,Single,5914,9945,8,Y,No,3,40,16,3,4,13,11,3,7,12,0
1408258,36,No,Travel_Frequently,Nursing,7,3,Marketing,Female,83,2,Nurse,1,Married,4639,2261,2,Y,No,3,40,17,2,2,15,7,6,13,0,0
1407209,57,No,Travel_Rarely,Care,1,4,Medical,Male,88,2,Nurse,3,Married,6755,2967,2,Y,No,3,40,15,2,3,3,2,1,2,12,0
1406364,32,Yes,Travel_Rarely,Care,25,4,Life Sciences,Male,87,1,Nurse,4,Single,2795,18016,1,Y,No,4,40,1,2,1,1,0,0,1,12,1
1406287,47,No,Travel_Frequently,Nursing,4,1,Medical,Male,99,2,Other,3,Single,2976,25751,3,Y,No,3,40,5,3,3,0,0,0,0,12,1
1405213,43,Yes,Travel_Rarely,Nursing,9,3,Marketing,Female,85,2,Nurse,3,Single,5346,9489,8,Y,No,3,40,7,2,2,4,3,1,3,12,1
